title,title count,genres,primaryGenre,contentRating,size,numberOfSupported,released,version,price,score,reviews,store
ChineseSkill - Learn Chinese,28,"[""Education"",""Reference""]",Education,4+,166667264,5,08/02/2014,4.3.2,0,5,11821,appStore
Chromatography quiz,19,,EDUCATION,4+,2100000,9,06/08/2014,0.9,0,4,9,google store
ChuChu TV LITE Best Nursery Rhymes Videos For Kids,50,Music & Video,EDUCATION,4+,21000000,6,26/03/2016,4.4,0,4.5,4685,google store
CircleIn- Circle in daily,25,"[""Education"",""Social Networking""]",Education,4+,205363200,3,01/04/2015,3.23.0,0,5,569,appStore
Circuit Builder,15,,EDUCATION,4+,13000000,9,24/01/2013,1.2,2.99,3.5,111,google store
Civil Engineering field Survey,30,,EDUCATION,4+,2100000,7,27/07/2018,1,0,5,11,google store
Civil Engineering Review,24,"[""Education"",""Reference""]",Education,4+,127175680,3,21/03/2010,6.4.4504,0,3,24,appStore
CJ 전화외국어,18,,EDUCATION,4+,1100000,6,20/09/2016,1,0,3,1,google store
CK-12 Physics Simulations,25,Education,EDUCATION,4+,22000000,7,19/04/2016,1.0.8,0,4,16,google store
CL-150,6,,EDUCATION,4+,4200000,5,03/05/2018,1.2.2,0,3,6,google store
ClaroSpeak Plus,15,"[""Education"",""Productivity""]",Education,4+,148183040,4,13/05/2014,3.0.76,9.99,2,5,appStore
ClassDojo,9,"[""Education"",""Productivity""]",Education,4+,211702784,3,10/09/2012,5.17.0,0,5,819938,appStore
Classic TC - Lite,17,"[""Education"",""Medical""]",Education,4+,1293157376,5,24/03/2011,2.16.1,9.99,2.5,8,appStore
Clever - Instant Login,22,"[""Education""]",Education,4+,7450624,4,02/09/2016,2.4.0,0,3,246,appStore
Cloud QR,8,,EDUCATION,4+,6200000,5,17/04/2017,1.3.3,3.49,4,4,google store
Cloud QR Wifi Education,23,"[""Education"",""Utilities""]",Education,4+,24631296,3,29/12/2017,1.2,4.99,3.5,6,appStore
Code! Learn Swift Version,25,"[""Education"",""Reference""]",Education,4+,33526784,3,31/08/2015,4.6.3,0,4.5,5804,appStore
Codecademy Go,13,"[""Education"",""Lifestyle""]",Education,4+,53144576,3,02/08/2018,1.2.1,0,5,1395,appStore
Codenza,7,,EDUCATION,4+,9600000,7,04/12/2016,4,0,4.5,755,google store
codeSpark Academy: Kids Coding,30,"[""Education"",""Puzzle"",""Games"",""Family""]",Education,4+,186526720,6,03/11/2014,2.25.02,0,4.5,5280,appStore
CollegeHunch,12,"[""Education"",""Reference""]",Education,4+,17248256,4,01/09/2015,3.4,0,4.5,4365,appStore
Color Dots - Infant Training,28,"[""Education"",""Games"",""Family""]",Education,4+,16935936,5,15/03/2011,4.1,2.99,4,697,appStore
Coloring Book Fun For Kids,26,"[""Education"",""Entertainment""]",Education,4+,23966720,5,17/01/2014,2,0,4,624,appStore
Como Saber Si Estoy Embarazada,30,,EDUCATION,12+,7300000,7,29/05/2018,1,0,5,1,google store
COMSATS BOOK STORE BS(SE),25,,EDUCATION,4+,81000000,7,01/09/2018,1,0,5,4,google store
Conversor Pol <-> mm,20,,EDUCATION,4+,4800000,7,08/08/2018,1,0,3,0,google store
Cookie Doodle,13,"[""Education"",""Role Playing"",""Games"",""Family""]",Education,4+,48506880,5,04/12/2009,2.3,0.99,4,6355,appStore
Cool Times Tables Flash Cards,29,"[""Education"",""Card"",""Trivia"",""Games""]",Education,4+,84517888,4,16/09/2016,1.2.7,0,4.5,3072,appStore
Cordova Alphabet,16,,EDUCATION,4+,43000000,7,03/08/2018,1.0.0,0,5,4,google store
Cours d Audit General,21,,EDUCATION,4+,3700000,7,06/03/2018,2.1,0,5,0,google store
Cours de Maths T S,18,,EDUCATION,4+,4100000,10,31/03/2016,1.1.1,0,4,31,google store
Course Hero | Homework Help,27,"[""Education""]",Education,12+,90529792,3,28/10/2014,1.8.45,0,4.5,12384,appStore
Coursera: Top online courses,28,"[""Education""]",Education,4+,114447360,4,10/12/2013,2.7.9,0,4.5,48327,appStore
CppDroid - C/C++ IDE,20,,EDUCATION,4+,46000000,7,08/02/2014,3.3.3,0,4,7752,google store
Craftsy,7,"[""Education"",""Lifestyle""]",Education,4+,87394304,3,11/10/2012,4.3.5,0,4.5,10430,appStore
CRAI-RA UQ,10,,EDUCATION,4+,31000000,7,19/02/2018,1.2.0,0,5,2,google store
CreativeLive: online classes,28,"[""Education"",""Photo & Video""]",Education,4+,67721216,3,25/10/2016,4.0.0,0,5,5538,appStore
Credit Card & Shopping - Money & Shopping Sim FREE,50,,EDUCATION,4+,98000000,9,26/05/2017,1.5,0,4,4024,google store
Crossword Database: Find Answers And Clues,42,"[""Education"",""Reference""]",Education,4+,35950592,8,21/01/2013,1.1.0,0,1.5,7,appStore
CSCS PL (Polski jezyk),22,,EDUCATION,4+,2300000,7,29/10/2016,1.3,3.99,3.5,53,google store
CU PALM Beta,12,,EDUCATION,4+,14000000,7,19/03/2016,1.5.5,0,3,362,google store
Curiosity - Get Smarter Daily,29,"[""Education"",""Entertainment""]",Education,4+,135464960,3,20/06/2015,3.14.6,0,5,8154,appStore
CuriosityStream,15,"[""Education"",""Entertainment""]",Education,4+,134964224,4,13/03/2015,2.4.1,0,4.5,2057,appStore
Cursive Writing-,16,"[""Education"",""Puzzle"",""Games""]",Education,4+,19420160,5,05/04/2013,1.4.1,0,4,735,appStore
Curso Básico y Avanzado la Fe de Jesús Audio-Texto,52,,EDUCATION,9+,11000000,7,12/07/2018,1,0,5,0,google store
CV Examples 2018,16,,EDUCATION,4+,27000000,7,26/09/2017,6,0,4.5,385,google store
CV Templates 2018,17,,EDUCATION,4+,26000000,7,09/10/2017,3,0,4,8,google store
CW Mobile,9,,EDUCATION,4+,41000000,7,19/06/2018,3.4.79,0,2.5,3,google store
Cxxdroid - C++ compiler IDE for mobile development,50,,EDUCATION,4+,23000000,6,13/03/2018,1.12,0,4.5,699,google store
Cy-Woods,8,,EDUCATION,4+,3700000,5,18/09/2018,1.2,0,4.5,9,google store
Cymath - Math Problem Solver,28,,EDUCATION,4+,1900000,7,30/12/2014,2.29,0,4.5,5199,google store
DafDroid BETA,13,,EDUCATION,4+,491000,10,07/04/2013,0.31,0,4,18,google store
Daily Hadith,12,"[""Education"",""Reference""]",Education,4+,9289892,7,16/04/2009,2.1,0,4,717,appStore
Daily Practice for the SAT®,28,"[""Education"",""Reference""]",Education,4+,41880576,5,29/09/2015,1.4,0,2,499,appStore
DailyArt,8,"[""Education"",""Lifestyle""]",Education,12+,79067136,4,22/08/2012,4.2,0,5,10891,appStore
Dana Hills,10,"[""Education"",""News""]",Education,4+,21984256,4,10/08/2015,2.7,0,3,6,appStore
Daniel Tiger for Parents,24,"[""Education"",""Entertainment""]",Education,4+,63951872,4,01/02/2017,1.4.2,0,3.5,181,appStore
Dave and Ava Learn and Play,27,"[""Education"",""Entertainment""]",Education,4+,723775488,3,19/12/2017,2.0.14,0,4.5,1720,appStore
DC Historic Sites,17,"[""Education"",""Travel""]",Education,4+,39161856,4,17/05/2016,2.0.1,0,3.5,5,appStore
DC Public Library,17,"[""Education"",""Reference""]",Education,4+,9158656,8,18/06/2015,5.1,0,1.5,8,appStore
"Dcoder, Compiler IDE :Code & Programming on mobile",50,,EDUCATION,4+,5900000,7,30/07/2016,1.7.4,0,4.5,5923,google store
Debate Mobile,13,"[""Education"",""Utilities""]",Education,4+,12906138,8,27/05/2009,2.2,0,4,371,appStore
Dental Drugs,12,"[""Education"",""Medical""]",Education,17+,26265600,5,30/06/2015,1.032,0,5,326,appStore
Desmos Graphing Calculator,26,"[""Education"",""Utilities""]",Education,4+,7268352,4,18/06/2013,3.3.0,0,4.5,1961,appStore
Diário Escola Pais EF,22,,EDUCATION,4+,6100000,7,28/03/2017,3.0.25 Fundamental,0,4,26,google store
Diário Escola Pais EI,22,,EDUCATION,4+,5900000,7,12/01/2016,3.0.26 Infantil,0,4,86,google store
Dictionary German English,25,"[""Education"",""Reference""]",Education,4+,117653504,4,20/05/2009,10.1,4.99,4,756,appStore
Dictionary Spanish English,26,"[""Education"",""Reference""]",Education,4+,71942144,4,12/06/2009,10.1,4.99,3.5,923,appStore
Digital Cookie Mobile App,25,"[""Education""]",Education,4+,23611392,4,16/01/2016,1.1.6,0,2.5,100,appStore
Dinosaur Games - Jurassic Dino Simulator for kids,49,"[""Education"",""Entertainment""]",Education,4+,155826176,6,17/06/2013,1.1.0,0,4,416,appStore
Dinosaur Island: T-Rex Games,28,"[""Education"",""Entertainment""]",Education,4+,124546048,6,21/12/2017,1.0.1,0,3.5,51,appStore
Dinosaur Park - Jurassic Dig!,29,"[""Education"",""Entertainment""]",Education,4+,172739584,4,08/10/2013,1.1.0,0,4,5805,appStore
Dinosaur Park 2 -  Kids Games,29,"[""Education"",""Entertainment""]",Education,4+,127577088,4,21/03/2014,1.1.0,0,4,971,appStore
Dinosaur Patrol Boat,20,"[""Education"",""Entertainment""]",Education,4+,105614336,4,01/09/2018,1.0.0,0,4.5,2743,appStore
Dinosaur Police Car,19,"[""Education"",""Entertainment""]",Education,4+,132160512,4,26/07/2018,1.0.0,0,4.5,1682,appStore
Dinosaurs Everywhere! A Jurassic Experience In Any Park!,56,"[""Education"",""Entertainment""]",Education,4+,75173888,7,25/06/2013,2,0,4,766,appStore
Division ! !,12,"[""Education"",""Games""]",Education,4+,14618624,7,10/01/2012,1.6.3,0,4,373,appStore
DIY App – Creative Community for Kids,39,"[""Education"",""Social Networking""]",Education,9+,30533632,7,23/04/2012,2.6.5,0,4,728,appStore
DK 15 Minute Language Course,28,,EDUCATION,4+,57000000,7,04/01/2018,1.0.0.6,0,2.5,21,google store
DLPass CA - for DMV Driver License Practice Test,48,,EDUCATION,4+,4500000,7,14/08/2012,4.2,0,4.5,621,google store
DM Ezzy,7,,EDUCATION,4+,15000000,7,04/07/2018,3,0,5,2,google store
dm Software,11,,EDUCATION,4+,29000000,6,17/12/2017,2.17.0,0,3.5,70,google store
DMV Genie Permit Practice Test,30,"[""Education"",""Utilities""]",Education,4+,263181312,3,25/04/2012,5.1.1,0,5,86088,appStore
DMV Hub - Permit Practice Test,30,"[""Education"",""Reference""]",Education,4+,97079296,3,18/07/2011,5.35,0,4.5,9156,appStore
DMV Permit Practice Test,24,"[""Education"",""Reference""]",Education,4+,59843584,5,17/01/2017,2.5,0,5,2421,appStore
DMV Permit Practice Test  2018,30,"[""Education"",""Travel""]",Education,4+,69388288,4,19/03/2017,1.4.8,0,4.5,5077,appStore
DMV Permit Test Questions,25,"[""Education"",""Reference""]",Education,4+,44206080,4,14/03/2013,1.4.5,0,1.5,93,appStore
DMV Ultimate Test Prep 2018,27,"[""Education"",""Reference""]",Education,4+,57793536,4,03/01/2014,4.0.4,0,4,519,appStore
DN Academy School,17,,EDUCATION,4+,5300000,7,05/11/2018,100,0,5,1,google store
Dr. Muhammad Tahir-ul-Qadri Bayan Download,42,,EDUCATION,4+,3000000,9,28/09/2017,1.1,0,5,14,google store
Dr. Panda Candy Factory,23,"[""Education""]",Education,4+,291084288,5,09/10/2017,1.02,0,3.5,102,appStore
Dr. Panda Daycare,17,"[""Education"",""Games"",""Family""]",Education,4+,79418368,7,16/11/2012,2.4,2.99,4,444,appStore
Dr. Panda Hospital,18,"[""Education"",""Games"",""Family""]",Education,4+,576009216,5,15/06/2012,1.8,2.99,4,422,appStore
Dr. Panda Restaurant 2,22,"[""Education"",""Family"",""Games""]",Education,4+,377222144,5,13/02/2014,1.73,2.99,4.5,4011,appStore
Dr. Panda Restaurant 3,22,"[""Education"",""Family"",""Games""]",Education,4+,361413632,5,08/03/2018,1.8.8,0,4,507,appStore
Dr. Panda Town,14,"[""Education""]",Education,4+,189555712,5,30/03/2017,2.6.4,0,3.5,1453,appStore
Dr. Panda Town: Mall,20,"[""Education""]",Education,4+,215245824,5,28/09/2017,1.9.0,0,4,987,appStore
Dr. Panda Town: Pet World,25,"[""Education""]",Education,4+,184157184,5,18/10/2018,1.2,0,3.5,148,appStore
Dr. Panda Town: Vacation,24,"[""Education""]",Education,4+,186647552,5,24/05/2018,1.3.2,0,4,829,appStore
Dr. Panda Toy Cars,18,"[""Education""]",Education,4+,373194752,5,08/12/2016,1.5,0,3.5,161,appStore
Dr. Panda's Ice Cream Truck,27,"[""Education"",""Games"",""Simulation""]",Education,4+,206221312,7,12/03/2015,1.33,1.99,4,513,appStore
DrakeEQ,7,"[""Education"",""Entertainment""]",Education,4+,5456896,3,14/05/2009,6.0.2,0.99,3,167,appStore
"Draw Pad - Drawing, Paint, Doodle, Sketch & Scribble",52,"[""Education"",""Productivity""]",Education,4+,8822784,6,03/12/2015,1,0,5,315,appStore
DRAWING FOR KIDS Games! Apps 3,30,"[""Education"",""Puzzle"",""Family"",""Games""]",Education,4+,181719040,5,30/03/2015,2.1.3,0,4.5,12671,appStore
Drawing for kids: doodle games,30,"[""Education"",""Simulation"",""Games"",""Family""]",Education,4+,80662528,5,15/06/2015,3.46,0,4.5,6445,appStore
Drawing Games for Kids Toddler,30,"[""Education"",""Games"",""Family"",""Puzzle""]",Education,4+,209507328,5,03/07/2018,1.0.8,0,4.5,2354,appStore
Drawing with Carl,17,"[""Education"",""Entertainment""]",Education,4+,93958144,3,02/12/2011,5.6,1.99,4.5,7606,appStore
DREHEN,6,,EDUCATION,4+,279000,11,06/10/2012,0006 10zollTAB,1.54,4,0,google store
Drill Math Word Problems 1st 2nd Grade - Banana Math,52,"[""Education"",""Games""]",Education,4+,8568832,8,07/12/2012,1.2.0,1.99,3,22,appStore
Driver's Ed Lite,16,"[""Education"",""Reference""]",Education,4+,252391424,7,09/06/2009,3.5,0,3.5,20186,appStore
Drivers Ed,10,"[""Education"",""Utilities""]",Education,4+,52916224,4,26/11/2008,4.3,0,4,39579,appStore
Drivers Ed California,21,"[""Education"",""Utilities""]",Education,4+,39566336,5,12/03/2010,4.4,0,4,938,appStore
Drivers License Permit Test,27,"[""Education"",""Reference""]",Education,4+,55743488,4,04/10/2017,1.2,0,5,797,appStore
Driving Theory Test 2018 UK,27,,EDUCATION,4+,14000000,7,22/01/2012,4.3,1.99,4.5,164,google store
Driving Theory Test UK Free,27,,EDUCATION,4+,14000000,7,24/01/2012,4.3,0,4,281,google store
Dronetopolis: Drone Simulator,29,"[""Education"",""Entertainment""]",Education,4+,400586752,2,20/09/2017,3.2,0,3.5,8,appStore
Drops: Learn 31 new languages,29,"[""Education"",""Travel""]",Education,4+,153569280,4,15/11/2014,30.25,0,4.5,30301,appStore
Drops: Learn Tagalog language,29,"[""Education"",""Reference""]",Education,4+,107170816,4,02/09/2017,29.14,0,5,748,appStore
DukeMobile,10,"[""Education""]",Education,4+,92654592,3,03/03/2009,7.0.7,0,3.5,2988,appStore
Dumb Ways JR Madcap's Plane,27,Pretend Play,EDUCATION,4+,99000000,6,31/08/2016,1.1,2.49,4.5,10,google store
Duolingo,8,"[""Education"",""Social Networking""]",Education,4+,202746880,3,13/11/2012,5.2.67,0,4.5,533538,appStore
沪江开心词场-学习英语、斩获百万四六级单词,61,"[""Education"",""Reference""]",Education,4+,227588096,4,15/05/2013,6.8.23,0,5,1578,appStore
英语口语听力通-每日英语听力学习好帮手,55,"[""Education"",""Reference""]",Education,4+,71313408,5,17/03/2011,5.2.1,0,5,399,appStore
英语趣配音-英语口语学习,34,"[""Education""]",Education,12+,266373120,4,30/07/2014,7.5.0,0,5,474,appStore
英语语法,12,"[""Education"",""Reference""]",Education,4+,7958528,5,25/01/2011,3,0,3,66,appStore
英语流利说-让你忍不住开口说英语,46,"[""Education"",""Reference""]",Education,12+,347654144,4,14/02/2013,6.9,0,4,434,appStore
英漢字典 EC Dict,20,"[""Education"",""Reference""]",Education,12+,36411392,2,12/05/2010,5.2,0,3.5,164,appStore
扇贝单词 - 学英语背单词的好方法都在这里,57,"[""Education"",""Productivity""]",Education,4+,261932032,4,10/09/2012,7.9.50,0,5,3883,appStore
扇贝听力 - 听新闻学英语轻松有趣练真题,54,"[""Education"",""Utilities""]",Education,4+,167920640,4,09/08/2014,2.6.3,0,5,713,appStore
扇贝阅读 - 每日英语新闻精选英文电子书,54,"[""Education"",""News""]",Education,4+,153672704,4,15/02/2013,4.6.4,0,5,541,appStore
Earth School - Science Games,28,"[""Education"",""Entertainment""]",Education,4+,120953856,4,02/07/2012,2.0.1,0,4,697,appStore
Easy Grade - EZ Grader,22,"[""Education"",""Productivity""]",Education,4+,20185088,3,31/01/2013,2.1.8,0,5,2879,appStore
easy ten,8,"[""Education"",""Travel""]",Education,4+,89881600,5,31/01/2013,4.27,0,4,416,appStore
自然百科馆,15,"[""Education"",""Puzzle"",""Role Playing"",""Games""]",Education,4+,411774976,5,02/02/2018,9.24.0020,0,3,10,appStore
自然發音與KK音標,23,,EDUCATION,4+,50000000,7,24/07/2017,3.6,0,4,19,google store
EB Mobile,9,,EDUCATION,4+,5500000,7,22/04/2015,1.1.5,0,1.5,451,google store
EC music dictionary (English),29,"[""Education"",""Reference""]",Education,4+,34769920,3,14/06/2011,1.05,1.99,2,7,appStore
Edmodo,6,"[""Education"",""Social Networking""]",Education,4+,156035072,3,25/06/2010,6.4.2,0,4,11725,appStore
Edsby,5,"[""Education"",""Productivity""]",Education,4+,9490432,4,07/08/2012,1.1.22,0,2.5,405,appStore
EduCalc Classic,15,"[""Education"",""Utilities""]",Education,4+,18735104,2,29/06/2010,9.0.1,0,4.5,3145,appStore
EduNAV.BH,9,,EDUCATION,4+,3800000,7,12/02/2018,1.2.0,0,5,1,google store
EE ToolKit,10,"[""Education"",""Utilities""]",Education,4+,259576832,4,22/09/2010,9.1.1,0,5,1062,appStore
EF Classroom,12,,EDUCATION,4+,24000000,5,08/01/2017,3.0.5.2927,0,3.5,128,google store
EF English Live Business,24,,EDUCATION,4+,14000000,5,28/12/2015,2.0.2,0,3.5,258,google store
EF English Live for phone,25,,EDUCATION,4+,15000000,5,28/12/2015,3.1.2,0,3.5,1282,google store
EF English Live for tablets,27,,EDUCATION,4+,14000000,6,03/07/2013,1.7.0,0,3,705,google store
EF Mentor: Words,16,,EDUCATION,12+,39000000,7,08/05/2015,1.7.1.00021,0,4,211,google store
EF Parеnts,11,,EDUCATION,4+,15000000,7,24/11/2015,3.4.0,0,4,208,google store
EF Smart English,16,,EDUCATION,4+,11000000,6,11/03/2015,1.6.0,0,3.5,58,google store
EF Smart English for Phone,26,,EDUCATION,4+,16000000,5,12/10/2016,1.4.0,0,3.5,125,google store
EF Teacher,10,,EDUCATION,4+,18000000,7,13/07/2017,2,0,3,12,google store
Eggbun: Chat to Learn Korean,28,"[""Education""]",Education,4+,233976832,4,01/04/2016,2.8.4,0,4.5,2595,appStore
EI HabitTracker,15,,EDUCATION,4+,981000,7,14/01/2016,1.40.170809,0,5,0,google store
Einbürgerungstest HH,21,,EDUCATION,4+,4400000,7,24/04/2016,1.11,0.99,5,1,google store
Ek Ders Hesaplama,17,,EDUCATION,4+,2200000,6,28/10/2018,1,0,3,0,google store
Electronic Lab -Toolbox kit EE,30,,EDUCATION,12+,14000000,7,13/06/2016,0.0.2,0,3.5,44,google store
Elevate - Brain Training,24,"[""Education"",""Puzzle"",""Word"",""Games""]",Education,4+,327797760,3,22/05/2014,5.9.1,0,5,148751,appStore
Ellucian GO,11,"[""Education"",""Productivity""]",Education,4+,44500992,2,29/03/2013,5.3.0,0,2,312,appStore
Elmo Calls,10,"[""Education"",""Games"",""Family""]",Education,4+,110927872,5,09/12/2011,3.9,1.99,4,2033,appStore
EMD PTE,7,"[""Education"",""Reference""]",Education,4+,10768384,4,21/06/2010,2.1.0,0,4,2377,appStore
新概念英语日常口语-外教1对1练习,45,"[""Education"",""Books""]",Education,4+,27876352,2,26/08/2011,4.77,0,3,5,appStore
Endless Alphabet,16,"[""Education"",""Puzzle"",""Games"",""Family""]",Education,4+,82075648,4,24/01/2013,3.7,8.99,5,10888,appStore
Endless Numbers,15,"[""Education"",""Puzzle"",""Family"",""Games""]",Education,4+,138816512,4,27/03/2014,2.7,0,4,1247,appStore
Endless Reader,14,"[""Education"",""Puzzle"",""Games"",""Family""]",Education,4+,68117504,4,21/11/2013,3.4,0,4.5,3359,appStore
Endless Wordplay,16,"[""Education"",""Games"",""Family""]",Education,4+,122802176,4,10/12/2014,2.8,0,4,428,appStore
English Dictionary (WN),23,,EDUCATION,12+,1000000,9,23/03/2014,1,0,4,0,google store
English for Class 1,19,Education,EDUCATION,4+,17000000,7,04/05/2016,1.1.0,0,4,135,google store
English Grammar Handbook Free,29,,EDUCATION,4+,3100000,7,07/04/2015,1.2.8,0,4.5,259,google store
English Paragraph Essay Writing,31,,EDUCATION,4+,2500000,5,26/07/2018,1,0,5,1,google store
English Speaking for Beginners,30,"[""Education"",""Reference""]",Education,4+,94030848,4,13/01/2016,12.11.14,0,4.5,2477,appStore
English with Andy - Chat&Learn,30,"[""Education"",""Travel""]",Education,4+,46587904,5,03/02/2016,2.5.0,0,4.5,7091,appStore
EngradePro,10,"[""Education"",""Utilities""]",Education,4+,22305792,5,02/08/2017,1,0,3.5,25,appStore
ENT,3,,EDUCATION,4+,8600000,7,10/08/2018,1,0,5,6,google store
日常英语口语,18,"[""Education"",""Lifestyle""]",Education,4+,30518272,5,16/09/2011,4.73,0,3,9,appStore
Epic!,5,"[""Education"",""Books""]",Education,4+,179847168,4,01/12/2013,3.32,0,4.5,103638,appStore
EV Agenda,9,,EDUCATION,4+,10000000,6,21/09/2018,1,0,3.5,34,google store
EWA: Learn English Language,27,"[""Education"",""Lifestyle""]",Education,12+,198530048,3,20/04/2017,4.4.2,0,5,4155,appStore
EXAMEN DE MANEJO DMV EE.UU.,27,,EDUCATION,4+,12000000,7,22/03/2013,7.0.2,0,4,415,google store
Exoplanet,9,"[""Education"",""Reference""]",Education,4+,133797888,2,28/08/2009,17.1.0,0,4.5,4064,appStore
Expeditions,11,"[""Education""]",Education,4+,170653696,5,20/09/2016,2.1.1,0,3.5,111,appStore
Explain EDU,11,"[""Education"",""Business""]",Education,4+,219660288,4,19/08/2011,5.2.8,13.99,4.5,3911,appStore
Explore Daniel's Neighborhood,29,"[""Education"",""Entertainment""]",Education,4+,457214976,6,27/08/2015,3.1.0,2.99,3.5,169,appStore
Explorer - AMNH NYC,19,"[""Education"",""Travel""]",Education,4+,84399104,4,29/07/2010,2.2.6,0,3.5,1148,appStore
EZSchoolPay,11,"[""Education""]",Education,4+,5941248,4,08/05/2013,2.3.5,0,2.5,150,appStore
Fa Book interaktív fahatározó,32,,EDUCATION,4+,65000000,6,05/05/2017,1.1.3,0,4.5,40,google store
FarFaria Read Aloud Kids Books,30,"[""Education"",""Books""]",Education,4+,79870976,5,14/02/2012,3.48,0,4.5,5332,appStore
Fast Facts Early Add,20,"[""Education""]",Education,4+,32800768,7,15/02/2012,1.4,1.99,3,16,appStore
Fast Multiplication FlashCards,30,"[""Education"",""Games"",""Family""]",Education,4+,7131136,5,09/02/2016,1.1.2,0,2,13,appStore
FD English,10,,EDUCATION,4+,2500000,7,08/09/2018,1.0.4,0,5,2,google store
FE Chemical Engineering Exam Prep,33,,EDUCATION,4+,22000000,5,06/07/2017,5.44.4025,0,5,0,google store
FE Civil Engineering Exam Prep,30,,EDUCATION,4+,22000000,5,31/05/2017,5.44.4025,0,3,4,google store
FE Mechanical Engineering Prep,30,,EDUCATION,4+,22000000,5,12/06/2017,5.44.4025,0,1,2,google store
Feed Animals: Toddler games for 1 2 3 4 year olds,49,"[""Education"",""Games"",""Family""]",Education,4+,109222912,6,17/10/2016,1.2.4,0,4,5720,appStore
FHW APP,7,,EDUCATION,4+,22000000,6,20/06/2018,1.6,0,5,2,google store
Fifth Grade Learning Games,26,"[""Education"",""Games"",""Family""]",Education,4+,61084672,5,07/09/2013,2,0,4,1407,appStore
Fire Truck Rescue - Go!,23,"[""Education"",""Entertainment""]",Education,4+,180775936,4,24/05/2017,1.0.6,0,4.5,1716,appStore
First Grade Learning Games,26,"[""Education"",""Games"",""Family""]",Education,4+,47725568,5,05/06/2012,3.4,0,4.5,5598,appStore
Fish School - by Duck Duck Moose,32,"[""Education"",""Games"",""Family""]",Education,4+,20996096,7,19/04/2010,2.1,0,3.5,939,appStore
Flash Cards Flashcards Maker,28,"[""Education"",""Productivity""]",Education,4+,10028032,5,21/08/2013,2.23,0,4,859,appStore
Flashcard Machine,17,"[""Education"",""Productivity""]",Education,12+,8485888,5,03/08/2010,1.24.2,0,3.5,863,appStore
Flashcards - TOEFL Vocabulary,29,"[""Education"",""Word"",""Games""]",Education,12+,8274944,5,29/06/2014,3.2.0,0,5,1188,appStore
Flashcards by NKO,17,"[""Education"",""Trivia"",""Games"",""Word""]",Education,4+,132068352,4,05/12/2011,3.0.5,0,4.5,5189,appStore
Flashcards Deluxe,17,"[""Education"",""Reference""]",Education,4+,21025792,5,27/03/2009,4.18,3.99,4.5,2786,appStore
Flashcards with Cram,20,"[""Education""]",Education,4+,13111296,5,05/11/2013,1.5.7,0,4,875,appStore
Flashcards+ by Chegg,20,"[""Education"",""Reference""]",Education,4+,156956672,4,21/12/2010,3.30.0,0,4.5,53352,appStore
FlashCards++,12,"[""Education"",""Productivity""]",Education,4+,51333120,6,22/07/2010,5.9.8,0,4,899,appStore
flowkey,7,"[""Education"",""Music""]",Education,4+,43265024,4,21/08/2015,2.13.1,0,4.5,8840,appStore
FluentU - Learn languages,25,"[""Education"",""Travel""]",Education,12+,181000192,4,30/05/2015,1.7.8,0,4.5,1995,appStore
FluentWorlds: Learn English,27,"[""Education"",""Simulation"",""Games""]",Education,4+,220142592,5,21/12/2015,1.5.1,0,5,1248,appStore
fn이노에듀 평생교육원,30,,EDUCATION,4+,4000000,7,28/09/2018,1,0,1,1,google store
FNP Nurse Practitioner Mastery,30,"[""Education"",""Medical""]",Education,17+,157212672,3,06/01/2016,6.6.1,0,5,1787,appStore
FNP: Nurse Practitioner Review,30,"[""Education"",""Medical""]",Education,17+,187358208,3,02/02/2018,6.8.4625,0,5,2863,appStore
FOOD STANDARD AND QUALITY CONTROL,33,,EDUCATION,4+,3800000,7,31/10/2017,1.2,0,5,0,google store
Fortify – Quit Porn For Good,30,"[""Education"",""Health & Fitness""]",Education,12+,103144448,3,03/11/2017,1.5.5,0,5,703,appStore
Forum UA Pro,12,,EDUCATION,4+,5700000,6,31/10/2016,1.0.7,0,5,0,google store
Fourpoint - A GPA Calculator,28,"[""Education"",""Productivity""]",Education,4+,18561024,3,30/07/2010,3.8.7,0,4,563,appStore
Fourth Grade Learning Games,27,"[""Education"",""Games"",""Family""]",Education,4+,67644416,5,17/06/2013,2.1,0,4,1737,appStore
FP connect,10,,EDUCATION,4+,7600000,7,05/10/2017,1.3,0,2,1,google store
French Creole for Aid Workers,29,"[""Education"",""Reference""]",Education,4+,33286144,5,04/12/2010,3.20180228,0,5,673,appStore
French Dictionary & Tran +,26,"[""Education"",""Travel""]",Education,4+,45704192,4,23/07/2009,7.1.2,0,4,2038,appStore
French to English Speaking - Apprendre l' Anglais,49,,EDUCATION,4+,13000000,7,31/07/2015,25,0,4.5,1702,google store
Fretello Lead - Guitar Lessons,30,"[""Education"",""Music""]",Education,4+,96689152,2,20/09/2016,2.0.7,0,3.5,81,appStore
FS Theorie,10,,EDUCATION,4+,3600000,7,25/02/2016,2.4,0,3.5,224,google store
Fun English | Learn English,27,"[""Education"",""Puzzle"",""Family"",""Games""]",Education,4+,138088448,5,05/04/2011,16.7.1,0,4,566,appStore
Fun Kids Spelling Word Games,28,"[""Education"",""Games"",""Puzzle"",""Word""]",Education,4+,57912320,7,10/10/2015,3.9,3.99,3.5,13,appStore
Fun Math - Mental Challenge,27,"[""Education"",""Card"",""Puzzle"",""Games""]",Education,4+,17129472,4,04/07/2014,1.7.5,0,4.5,1767,appStore
